Source.IP,Destination.IP,Source.Port,Destination.Port,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Flow.Bytes.s,ProtocolName
13.77.92.139,10.200.7.218,443,46610,751506,16,17,26384.3535514021,SKYPE
131.253.14.192,10.200.7.217,443,58730,4310226,14,17,4092.592824599,MSN
131.253.61.80,10.200.7.199,443,38754,69567,5,1,139045.811951069,SSL
138.108.7.20,10.200.7.218,80,49814,5235547,7,6,519.9074709863,HTTP
151.101.0.166,10.200.7.195,443,38461,4596232,4,3,989.9413258513,SSL
151.101.0.68,10.200.7.199,443,45180,12253509,3,5,59.4115530498,SSL
151.101.130.2,10.200.7.217,443,38039,4163134,32,32,6841.4804808109,SSL
151.101.33.133,10.200.7.218,443,53811,1378541,5,5,2727.5213432172,SSL
151.101.64.207,10.200.7.195,443,38897,19191912,3,5,37.9326457937,SSL
151.101.64.84,10.200.7.218,443,50197,101,3,0,613861.386138614,SSL
151.101.66.49,10.200.7.196,80,36913,5513217,2,3,108.6479998883,HTTP
156.154.202.32,10.200.7.199,443,42356,975860,4,4,192.6505851249,SSL
156.154.202.36,10.200.7.199,80,35125,181501,4,2,7239.6295337216,HTTP
157.240.0.22,10.200.7.196,443,45036,30015146,3,4,53.2731041855,FACEBOOK
157.240.0.53,10.200.7.217,443,41814,84898679,50,42,422.8452129391,WHATSAPP
158.85.224.173,10.200.7.217,443,41763,30782398,17,14,323.1067313209,WHATSAPP
162.208.22.39,10.200.7.195,80,45422,8032093,8,6,450.1939905327,HTTP
169.46.44.40,10.200.7.218,80,55024,3614645,7,5,366.2876990687,HTTP
169.55.70.244,10.200.7.199,443,35088,132,2,3,234848.484848485,SSL
169.55.74.42,10.200.7.199,443,51749,107720410,8,13,7.6308658684,SSL
169.55.74.50,10.200.7.196,443,40388,117462632,32,42,41.3833737354,SSL
172.217.29.51,10.200.7.217,443,47378,29346133,13,15,415.1143184691,SSL
172.217.29.83,10.200.7.195,443,50950,82982008,9,9,18.172613996,GOOGLE
172.217.30.13,10.200.7.195,443,38368,63297928,259,153,5801.0745628198,GOOGLE
172.217.30.6,10.200.7.196,443,59423,69743294,6,5,7.2981927123,GOOGLE
172.217.30.9,10.200.7.196,443,35116,49101975,11,17,38.1451051612,SSL
173.194.27.153,10.200.7.196,443,43422,388075,4,4,2277.9101977711,GOOGLE
173.239.42.221,10.200.7.194,443,56850,2,2,0,15500000.0,SSL
173.241.242.143,10.200.7.218,443,34619,522000,8,11,5310.3448275862,SSL
179.1.4.204,10.200.7.195,443,54544,14743853,4,5,59.9571902948,YOUTUBE
184.172.240.210,10.200.7.218,443,51182,117832,12,12,7858.6462081608,SSL
184.73.197.174,10.200.7.199,443,35569,13685508,4,9,330.0571670412,SSL
188.65.124.58,10.200.7.196,80,50588,1,2,0,303000000.0,HTTP
190.90.221.16,10.200.7.218,80,33024,74627883,880,671,20654.5856325577,HTTP
190.90.221.24,10.200.7.218,80,34971,119977826,8190,6297,125732.566616101,HTTP
190.90.221.24,10.200.7.199,80,35461,58375966,13,26,303.9264480865,HTTP
190.90.221.33,10.200.7.199,80,44902,61155460,47,73,1112.3781915793,HTTP
190.90.221.33,10.200.7.195,80,38923,152,2,1,1585526.31578947,HTTP
190.90.221.34,10.200.7.218,80,58076,59166894,8,8,79.5039198779,HTTP
190.90.221.50,10.200.7.217,80,59866,59657723,7,7,174.3278066446,HTTP
190.90.221.51,10.200.7.194,80,51894,305851,6,3,6944.5579710382,HTTP
191.232.80.53,10.200.7.195,443,41886,938858,4,6,3041.9935709128,WINDOWS_UPDATE
192.0.73.2,10.200.7.195,80,38492,1597814,20,22,6752.9762538068,HTTP
192.168.10.114,10.200.7.6,62000,3128,97557892,20,92,44.6914125615,HTTP_PROXY
192.168.10.121,10.200.7.8,64525,3128,90078200,48,126,147.8160087568,HTTP_PROXY
192.168.10.135,10.200.7.9,49530,3128,60000344,4,8,7.7832887091,HTTP_PROXY
192.168.10.14,10.200.7.5,52242,3128,90400331,3,15,0.1991143152,HTTP_PROXY
192.168.10.143,10.200.7.5,59637,3128,14280085,6,30,142.8562925221,YOUTUBE
192.168.10.18,10.200.7.6,49402,3128,12484069,70,380,68970.4614737391,HTTP_PROXY
192.168.10.22,10.200.7.5,49908,3128,6622700,18,105,1412.4148761079,GOOGLE
192.168.10.32,10.200.7.7,62009,3128,63112967,13,17,90.3459347744,SKYPE
192.168.10.46,10.200.7.4,60807,3128,8309262,15,77,9867.3022947164,HTTP_CONNECT
192.168.10.50,10.200.7.5,1454,3128,297420,12,79,23135.6331114249,GOOGLE
192.168.10.54,10.200.7.4,54420,3128,1662013,8,52,21934.8464783368,HTTP_CONNECT
192.168.10.54,10.200.7.8,54517,3128,389633,9,14,5707.935416148,HTTP_PROXY
192.168.10.70,10.200.7.5,49946,3128,60024963,4,10,7.9800132488,HTTP_PROXY
192.168.10.77,10.200.7.8,50086,3128,66537829,19,44,223.0761090807,HTTP_CONNECT
192.168.10.86,10.200.7.4,51193,3128,2978040,13,41,887.4964741911,HTTP_CONNECT
192.168.102.19,10.200.7.5,4155,3128,9832187,8,9,411.8107192225,GOOGLE
192.168.112.12,10.200.7.8,62648,3128,14839,13,0,33290.6530089629,HTTP_CONNECT
192.168.112.12,10.200.7.9,62677,3128,5390,3,5,583116.883116883,HTTP_CONNECT
192.168.112.12,10.200.7.7,62692,3128,883680,17,0,1677.0776751765,HTTP_CONNECT
192.168.112.12,10.200.7.5,62746,3128,28573,3,4,137192.454415007,HTTP_CONNECT
192.168.130.11,10.200.7.6,2334,3128,90077134,11,54,49.7573557347,GOOGLE
192.168.130.25,10.200.7.9,55388,3128,91288151,1713,4491,118412.191303995,HTTP_PROXY
192.168.130.30,10.200.7.5,4387,3128,417401,5,19,7249.6232639596,HTTP_PROXY
192.168.130.32,10.200.7.7,53252,3128,91125945,19,49,232.7328402465,GOOGLE
192.168.130.39,10.200.7.7,2950,3128,4612113,82,157,46641.7453345137,HTTP_PROXY
192.168.130.73,10.200.7.8,2567,3128,201021,13,19,62093.0151576203,GOOGLE
192.168.130.73,10.200.7.5,2612,3128,294425,8,43,73241.0630890719,GOOGLE
192.168.130.74,10.200.7.9,58222,3128,8992247,595,1621,412641.022872259,YOUTUBE
192.168.130.93,10.200.7.5,49513,3128,936360,14,47,57991.5844333376,HTTP_PROXY
192.168.131.2,10.200.7.6,50253,3128,90005561,3,15,0.199987643,HTTP_PROXY
192.168.131.32,10.200.7.6,49795,3128,355597,5,19,7674.4179506576,HTTP_PROXY
192.168.131.43,10.200.7.8,51306,3128,100429492,78,190,453.5819020174,HTTP_PROXY
192.168.142.17,10.200.7.8,49544,3128,75532,7,12,27961.6586347508,OFFICE_365
192.168.142.20,10.200.7.9,2872,3128,354481,5,18,9568.9190675946,HTTP_PROXY
192.168.142.30,10.200.7.4,52212,3128,20844416,38,30,2415.9467936161,HTTP_PROXY
192.168.142.32,10.200.7.9,2071,3128,147555,11,47,22513.6389820745,GOOGLE
192.168.142.36,10.200.7.4,57337,3128,90009186,3,8,0.1999795887,HTTP_PROXY
192.168.142.59,10.200.7.5,65272,3128,90014704,2,10,0.1333115532,HTTP_PROXY
192.168.142.66,10.200.7.4,1913,3128,406630,5,19,6735.8532326685,HTTP_PROXY
192.168.150.18,10.200.7.9,54995,3128,454312,8,54,42065.8049974467,MICROSOFT
192.168.151.2,10.200.7.4,3264,3128,297536,11,46,199028.016777802,HTTP_PROXY
192.168.151.4,10.200.7.6,49992,3128,4255625,8,26,4276.9275958291,HTTP_PROXY
192.168.180.11,10.200.7.7,55613,3128,9993169,12,20,217.6486758104,GOOGLE
192.168.180.149,10.200.7.5,52905,3128,1898594,6,27,968.611509359,HTTP_CONNECT
192.168.180.149,10.200.7.7,53099,3128,3260456,7,12,959.3750076676,HTTP_PROXY
192.168.180.149,10.200.7.8,53356,3128,10808,9,7,371576.609918579,FACEBOOK
192.168.205.130,10.200.7.4,56141,3128,211119,4,3,5120.3349769561,HTTP_PROXY
192.168.220.103,10.200.7.6,50599,3128,3349230,13,45,2672.2560110831,YOUTUBE
192.168.220.153,10.200.7.5,51982,3128,10344686,5,33,223.6897282334,HTTP
192.168.220.154,10.200.7.7,61406,3128,101843285,8,15,21.8571111488,HTTP_PROXY
192.168.220.156,10.200.7.8,50405,3128,113990238,16,42,52.9431300951,HTTP_PROXY
192.168.220.158,10.200.7.8,49580,3128,90153880,24,39,68.8600424075,GOOGLE
192.168.220.174,10.200.7.8,1209,3128,194338,27,45,118793.030699091,GOOGLE
192.168.220.175,10.200.7.5,50601,3128,1324834,8,43,16826.2589879185,YOUTUBE
192.168.220.4,10.200.7.4,1895,3128,61343569,9,49,107.0201833219,HTTP_CONNECT
192.168.220.5,10.200.7.6,1246,3128,143209,13,10,14838.4528905306,GOOGLE
192.168.31.9,10.200.7.7,4685,3128,33726249,71,50,2470.8944063124,HTTP_PROXY
192.168.32.115,10.200.7.4,51298,3128,253948,1,10,3197.5050010238,HTTP_PROXY
192.168.32.150,10.200.7.5,59704,3128,101348480,9,45,175.7796466212,HTTP_CONNECT
192.168.32.150,10.200.7.6,59699,3128,90152610,18,87,190.7432297301,GOOGLE
192.168.32.23,10.200.7.6,50229,3128,10151,4,15,482711.062949463,GOOGLE
192.168.32.23,10.200.7.9,50252,3128,6151303,8,32,799.8305399685,GOOGLE
192.168.32.23,10.200.7.7,50152,3128,31317607,32,81,238.0130767973,HTTP_PROXY
192.168.32.41,10.200.7.7,54361,3128,9776850,485,521,115171.553209878,YOUTUBE
192.168.32.49,10.200.7.8,53525,3128,101893152,28,64,75.8637832698,HTTP_PROXY
192.168.32.64,10.200.7.5,51803,3128,47027,3,12,10185.638037723,HTTP_PROXY
192.168.32.80,10.200.7.8,54238,3128,4305010,35,68,5532.1590426039,MICROSOFT
192.168.32.80,10.200.7.4,54284,3128,41904,3,12,11454.753722795,HTTP_PROXY
192.168.40.33,10.200.7.9,51997,3128,24401288,5,24,210.0708782258,HTTP_PROXY
192.168.40.33,10.200.7.5,52016,3128,30990987,10,19,401.9878424653,APPLE
192.168.40.33,10.200.7.4,52100,3128,275099,3,3,2748.1015925176,HTTP_PROXY
192.168.41.17,10.200.7.8,61561,3128,14247190,212,568,46882.7186273223,HTTP_PROXY
192.168.41.210,10.200.7.8,60827,3128,53174124,57,108,1466.6908287949,HTTP_PROXY
192.168.41.3,10.200.7.4,55160,3128,33083218,16,36,2658.5080085015,HTTP_PROXY
192.168.41.45,10.200.7.4,51220,3128,550078,5,20,6410.0000363585,HTTP_PROXY
192.168.42.10,10.200.7.5,53574,3128,90361333,15,85,109.1396028874,GOOGLE
192.168.42.13,10.200.7.9,50884,3128,10202,3,11,47343.6581062537,HTTP_PROXY
192.168.42.133,10.200.7.8,50505,3128,90139296,14,29,167.9622614315,HTTP_PROXY
192.168.42.133,10.200.7.7,50572,3128,4163250,37,60,27299.5856602414,HTTP_PROXY
192.168.42.149,10.200.7.9,4329,3128,119853777,9,54,236.9053417482,HTTP_PROXY
192.168.42.15,10.200.7.9,52320,3128,90241101,15,69,92.1420495523,GOOGLE
192.168.42.32,10.200.7.5,51281,3128,139420,1,11,37354.7554152919,HTTP_PROXY
192.168.42.45,10.200.7.9,52668,3128,2278382,4,11,1364.1259455175,HTTP
192.168.42.55,10.200.7.5,49545,3128,399064,3,20,6783.3730930377,HTTP
192.168.42.98,10.200.7.7,50688,3128,90025279,6,12,0.3998876804,HTTP_PROXY
192.168.52.26,10.200.7.4,57837,3128,1561232,10,8,2327.008413868,HTTP_CONNECT
192.168.60.127,10.200.7.6,54403,3128,65483357,16,16,696.7113796564,HTTP_CONNECT
192.168.60.56,10.200.7.5,54119,3128,90295771,13,16,20.0563102784,GOOGLE
192.168.72.230,10.200.7.6,53241,3128,90412225,7,9,20.7936482041,YAHOO
192.168.72.50,10.200.7.4,50815,3128,1048815,6,6,1143.1949390503,YOUTUBE
192.168.72.51,10.200.7.9,46042,3128,14862296,18,18,344.0921914084,GOOGLE
192.168.72.65,10.200.7.8,51092,3128,484321,31,0,8374.6110534129,APPLE_ICLOUD
192.168.72.69,10.200.7.8,49710,3128,3967891,18,0,1001.2875857729,HTTP_CONNECT
192.168.72.69,10.200.7.7,49741,3128,3817307,22,0,1785.0280315416,HTTP_CONNECT
192.168.72.91,10.200.7.6,50608,3128,66665640,13,15,69.7510741665,GMAIL
192.168.72.98,10.200.7.6,1686,3128,9984005,2,0,1.201922475,HTTP_PROXY
192.168.81.40,10.200.7.8,51154,3128,117405164,13,0,6.1326092948,HTTP_PROXY
192.168.81.57,10.200.7.4,49666,3128,680105,6,10,3295.0794362635,HTTP
192.168.81.57,10.200.7.8,49676,3128,10175914,13,0,190.2531802057,GOOGLE
192.168.81.6,10.200.7.6,50509,3128,434321,5,8,21412.7338995812,HTTP_PROXY
192.168.81.6,10.200.7.8,50523,3128,472522,9,0,711.0780027173,HTTP_PROXY
192.168.81.66,10.200.7.4,52976,3128,1512666,13,18,10626.271761248,HTTP_CONNECT
192.168.90.106,10.200.7.9,57828,3128,7543,7,26,4979451.14675858,WINDOWS_UPDATE
192.168.90.120,10.200.7.9,4260,3128,119875859,4,21,22.1562541629,HTTP_PROXY
192.168.90.131,10.200.7.7,51508,3128,7896,9,13,1269250.25329281,HTTP_PROXY
192.168.90.131,10.200.7.8,52077,3128,59914,8,12,31712.1207063458,HTTP_PROXY
192.168.90.150,10.200.7.4,1779,3128,45319314,3,8,57.2162235289,HTTP_PROXY
192.168.90.164,10.200.7.5,2467,3128,113325849,23,151,211.3904304392,HTTP_PROXY
192.168.90.20,10.200.7.8,49428,3128,66231,6,13,23342.5435219157,HTTP_PROXY
192.168.90.49,10.200.7.4,50835,3128,431787,4,30,16556.7745207707,GMAIL
192.168.90.49,10.200.7.7,50885,3128,95791,6,13,16055.7881220574,HTTP_PROXY
192.168.90.60,10.200.7.4,56469,3128,85354395,6,39,17.1285848842,HTTP_PROXY
192.168.90.76,10.200.7.4,63040,3128,2423028,12,77,9794.7691896255,GOOGLE
192.168.90.76,10.200.7.9,63015,3128,4663392,16,75,1969.1675072565,GOOGLE
192.168.90.78,10.200.7.8,1749,3128,172238,31,50,141937.319290749,GOOGLE
192.168.90.82,10.200.7.8,57173,3128,90159318,30,46,179.5931952369,GOOGLE
192.168.90.85,10.200.7.9,58532,3128,45165073,15,65,565.5476301345,GOOGLE
192.168.90.93,10.200.7.9,58415,3128,485250,4,14,8708.9129314786,HTTP_PROXY
192.168.90.93,10.200.7.8,58417,3128,90256497,28,52,108.756713658,GOOGLE
192.168.90.99,10.200.7.6,59719,3128,138811,7,24,17368.9405018334,GOOGLE
192.229.211.40,10.200.7.217,443,39676,1,2,0,12000000.0,SSL
192.82.243.118,10.200.7.194,443,58659,406720,11,9,30568.9417781275,SSL
198.51.152.183,10.200.7.195,80,45330,5215961,4,3,241.5662233671,HTTP
199.187.193.1,10.200.7.194,80,44146,61647756,7,6,101.1066809958,HTTP
199.187.193.2,10.200.7.194,80,60049,59261758,6,6,93.0617009371,HTTP
199.233.57.16,10.200.7.199,80,57918,9998914,2,1,28.0030411303,HTTP
199.38.164.54,10.200.7.199,80,46825,59016774,1,2,20.7568105976,HTTP
204.13.192.211,10.200.7.218,443,53494,11980099,35,29,3397.3008069466,SSL
204.13.192.211,10.200.7.194,443,50160,15287031,14,10,902.922222111,SSL
205.185.216.10,10.200.7.196,80,46136,10124674,5,6,231.8099328433,HTTP
208.93.230.202,10.200.7.194,8080,45928,119595348,98,100,6.8313693941,HTTP_PROXY
216.33.197.115,10.200.7.194,80,41555,92059174,8,9,43.5372144443,HTTP
216.58.202.243,10.200.7.196,443,57403,91889307,48,39,85.9621239716,GOOGLE
216.58.222.232,10.200.7.194,443,53895,829379,15,20,18832.1623769109,SSL
216.58.222.65,10.200.7.199,443,35406,12690317,4,8,42.3157278104,GOOGLE
216.58.222.67,10.200.7.218,443,49090,27317515,19,17,199.7985541511,GOOGLE
216.58.222.77,10.200.7.194,443,51396,57720,13,9,451074.151074151,GOOGLE
23.10.96.34,10.200.7.217,80,57458,115094697,122,89,548.3745267603,HTTP
23.9.48.54,10.200.7.195,80,41128,40105,3,2,4238.872958484,HTTP
23.9.48.54,10.200.7.196,80,34329,7311,3,2,22842.2924360553,HTTP
23.9.52.14,10.200.7.218,443,58075,717597,8,9,1992.761954133,SSL
23.9.53.64,10.200.7.217,443,42868,17,3,0,3647058.82352941,SSL
23.9.61.213,10.200.7.217,443,35261,121520,5,6,9800.8558262015,SSL
38.65.20.26,10.200.7.199,443,54396,3558574,4,6,710.1159059781,SSL
40.117.145.132,10.200.7.218,443,44181,24845587,34,33,1194.8600771638,MICROSOFT
40.117.145.132,10.200.7.196,443,39425,418830,7,10,17448.6068333214,MICROSOFT
40.121.144.182,10.200.7.196,443,54764,60510139,8,10,114.5097353024,SSL
50.116.194.23,10.200.7.194,443,56185,5284760,7,4,831.4474072616,SSL
50.31.164.175,10.200.7.195,443,57299,17433351,5,6,202.0839252304,SSL
52.23.27.146,10.200.7.218,443,54594,1,2,0,37000000.0,AMAZON
52.55.209.195,10.200.7.194,443,43595,40427388,7,8,98.9922970042,SSL
54.197.248.196,10.200.7.196,443,60035,4229200,4,6,1075.1442353164,AMAZON
63.251.248.136,10.200.7.199,80,43318,1,2,0,382000000.0,HTTP
64.233.186.154,10.200.7.218,443,36085,740708,18,21,5686.4513411493,GOOGLE
64.38.119.27,10.200.7.196,443,36615,10573264,5,8,324.9706051036,SSL
64.38.119.27,10.200.7.199,80,54205,59993307,3,4,23.6693069779,HTTP
65.52.108.154,10.200.7.217,443,59338,81211455,21,38,176.6007024502,MICROSOFT
65.52.108.92,10.200.7.217,443,45446,33202478,56,60,2253.9281556033,MICROSOFT
65.52.210.135,10.200.7.195,443,41313,1785367,14,18,11362.9298625997,SSL
65.55.118.92,10.200.7.194,443,48830,19647991,10,9,430.7819562825,SSL
65.55.118.92,10.200.7.218,443,37579,63596129,21,22,162.8715483611,SSL
65.99.198.156,10.200.7.218,80,43484,1,2,0,528000000.0,HTTP
68.67.178.110,10.200.7.194,443,36803,21207015,11,12,630.970459539,SSL
68.67.178.111,10.200.7.199,443,34396,13705312,6,11,295.7247525631,SSL
68.67.178.170,10.200.7.194,443,32987,404401,7,8,16587.496074441,SSL
68.67.178.199,10.200.7.199,443,59166,16461458,13,17,755.4616365087,SSL
68.67.178.230,10.200.7.199,443,52893,825398,10,12,13129.4236235125,SSL
68.67.178.243,10.200.7.199,443,41887,13932219,24,17,1113.8211364608,SSL
68.67.178.246,10.200.7.196,443,33524,10307155,8,7,690.3941970408,SSL
68.67.178.246,10.200.7.199,443,49031,15201875,18,14,1131.8340665214,SSL
68.67.180.12,10.200.7.194,80,38636,4165475,8,10,1308.3741950198,HTTP
72.21.91.29,10.200.7.196,80,51078,3279103,1,2,242.7493128456,HTTP
72.21.91.70,10.200.7.217,443,33668,63575,47,17,1799323.63350374,SSL
72.246.211.25,10.200.7.194,443,54008,10173720,3,5,70.7705735955,SSL
72.246.211.48,10.200.7.217,80,39391,59151847,6,7,23.2959758636,MICROSOFT
72.30.2.182,10.200.7.196,443,37705,121156,4,6,40369.4410512067,YAHOO
74.113.237.38,10.200.7.195,80,60424,2,2,0,390500000.0,HTTP
74.119.117.72,10.200.7.217,443,55666,1552308,4,3,96.6303079028,SSL
74.119.118.66,10.200.7.196,443,46428,2511279,5,7,1975.8855945516,SSL
74.119.118.66,10.200.7.199,443,43368,3583102,7,6,509.6142950996,SSL
74.119.118.66,10.200.7.194,443,41174,632961,4,4,905.2690450123,SSL
74.119.118.74,10.200.7.196,80,53682,13806637,13,9,1106.2071089433,HTTP
74.119.118.78,10.200.7.196,443,43155,13708761,6,6,257.7184035815,SSL
74.119.118.86,10.200.7.199,443,37177,3529079,27,48,9399.0528406987,SSL
74.119.118.92,10.200.7.199,443,46234,733823,7,8,6806.8185379853,SSL
74.119.118.94,10.200.7.218,443,50295,172899,8,4,12834.0823255195,SSL
8.30.11.14,10.200.7.196,443,56538,93669,4,5,31664.691626899,SSL
8.43.72.21,10.200.7.218,443,59949,2857733,6,6,3011.4779792234,SSL
8.43.72.22,10.200.7.194,443,46751,951127,10,6,8230.236340678,SSL
91.228.166.148,10.200.7.196,80,38432,9709,1,2,22659.3881965187,HTTP
93.184.216.16,10.200.7.194,80,37127,59618142,3,4,25.5291417837,HTTP
96.43.151.208,10.200.7.218,443,38272,1038849,69,68,45463.7777001277,SSL
96.7.2.165,10.200.7.218,443,36394,20073282,11,13,240.3194455197,SSL
96.7.3.137,10.200.7.199,443,40201,852026,5,5,8573.682023788,SSL
96.7.8.95,10.200.7.194,443,43156,4702543,4,4,43.1681326465,SSL
96.7.8.95,10.200.7.199,443,40610,1096301,7,7,2388.0302945998,SSL
96.7.9.110,10.200.7.195,443,38390,131558,5,6,20834.9169187735,MICROSOFT
10.200.7.6,192.168.60.81,3128,49629,756,1,1,15873.0158730159,HTTP_PROXY
192.168.32.56,10.200.7.8,49277,3128,556,1,6,75539.5683453237,HTTP_PROXY
10.20.2.116,10.200.7.5,443,54209,21002683,10,8,329.7197791349,SSL
10.20.4.43,10.200.7.196,80,36854,5094474,56,29,13842.0570995161,HTTP
10.200.7.194,104.16.77.166,47854,443,2323662,6,4,1606.0855666616,SSL
10.200.7.194,188.65.124.58,47965,80,361244,5,7,9622.3051455526,HTTP
10.200.7.194,104.45.226.254,57180,443,3374190,7,4,1908.0134787905,SSL
10.200.7.194,23.9.61.213,40058,443,102783940,89,48,325.060510426,APPLE
10.200.7.194,134.170.51.190,32770,443,3531505,32,46,68291.280912812,WINDOWS_UPDATE
10.200.7.195,172.217.29.51,46085,80,60529306,30,24,563.7104116145,GOOGLE
10.200.7.195,104.16.26.35,43384,443,100254,8,5,37564.5859516827,SSL
10.200.7.195,216.58.222.198,52930,443,112607751,32,38,35.8856292228,GOOGLE
10.200.7.195,104.20.123.36,43987,80,140937,8,11,131399.135784074,CLOUDFLARE
10.200.7.195,72.30.196.161,34568,443,456806,7,6,12147.3886069798,YAHOO
10.200.7.195,52.70.140.205,39489,443,1340474,9,7,4314.8915980467,SSL
10.200.7.195,134.170.51.190,40064,443,3942403,29,25,12521.2972900031,WINDOWS_UPDATE
10.200.7.195,52.22.17.184,35375,80,86570054,5,3,8.5017851554,AMAZON
10.200.7.195,66.196.116.112,45513,443,397401,5,4,11472.0395771525,YAHOO
10.200.7.196,200.122.238.31,43097,80,3736665,9,8,4371.5452147838,HTTP
10.200.7.196,216.33.197.115,36721,80,35888532,4,2,31.6535655457,HTTP
10.200.7.196,96.43.151.80,35266,443,462886,7,10,10698.0984518866,SSL
10.200.7.196,34.200.201.37,45569,80,59323041,7,4,34.2362759185,AMAZON
10.200.7.196,209.225.49.115,45677,80,93809420,9,8,40.4223797567,HTTP
10.200.7.196,169.55.74.49,33209,443,95726001,90,90,723.4084708083,WHATSAPP
10.200.7.196,151.101.33.133,42741,443,1536053,9,5,5319.4779086399,SSL
10.200.7.196,216.58.212.195,36090,443,13979161,7,5,70.8912358903,GOOGLE
10.200.7.196,151.101.192.249,49069,80,59984413,5,3,22.6558856215,HTTP
10.200.7.196,151.101.128.68,40521,80,59353440,5,4,37.655778671,HTTP
10.200.7.199,199.16.156.52,34018,443,10006488,14,10,268.4258453116,TWITTER
10.200.7.199,151.101.64.175,34323,443,496596,10,5,12170.8592094983,SSL
10.200.7.199,77.234.44.23,45851,80,77435816,7,6,21.0496910112,HTTP_DOWNLOAD
10.200.7.217,103.235.46.12,47594,80,653026,8,9,1877.4137630048,HTTP
10.200.7.217,173.194.27.234,35306,443,1627898,17,14,3577.6197280174,YOUTUBE
10.200.7.217,169.55.70.195,38564,443,477860,15,13,33537.0192106475,SSL
10.200.7.217,173.194.27.172,39591,443,4986709,19,14,2571.6359226095,YOUTUBE
10.200.7.217,54.227.248.18,56425,443,14063358,17,14,885.4215330364,SSL
10.200.7.217,104.244.46.71,32922,443,695874,26,15,18397.0086538655,TWITTER
10.200.7.217,65.52.108.154,60051,443,11660692,25,9,309.9301482279,MICROSOFT
10.200.7.218,104.91.163.103,59928,443,5567441,19,14,1720.7187287661,SSL
10.200.7.218,169.55.74.57,52176,443,115542911,18,10,7.7200755311,SSL
10.200.7.218,192.82.243.118,41844,443,452323,24,23,53837.6337263416,SSL
10.200.7.218,104.244.46.71,45955,443,670856,17,10,13704.8785432343,TWITTER
10.200.7.218,103.235.46.12,39425,80,644496,8,9,1650.9024105658,HTTP
10.200.7.218,162.125.4.5,47790,443,324124,17,14,29895.9657415063,DROPBOX
10.200.7.218,104.117.80.33,52926,80,84752,6,5,3964.5082121956,HTTP
10.200.7.218,69.175.91.67,52407,80,119629446,1118,1142,12448.8915546763,HTTP
10.200.7.4,192.168.10.98,3128,54080,1,2,0,695000000.0,HTTP
10.200.7.4,192.168.131.17,3128,2134,969464,10,7,12570.863900052,HTTP
10.200.7.4,192.168.202.7,3128,53205,3109670,2,4,751.8482668579,HTTP_PROXY
10.200.7.4,10.230.1.161,3128,49295,2031,3,0,25110.7828655835,HTTP
10.200.7.4,192.168.180.32,3128,50621,30,2,0,400000.0,HTTP
10.200.7.4,192.168.10.110,3128,58676,22,2,0,545454.545454545,HTTP
10.200.7.4,192.168.32.26,3128,52071,1,2,0,12000000.0,HTTP
10.200.7.4,192.168.42.98,3128,51172,485,2,0,24742.2680412371,HTTP_PROXY
10.200.7.4,10.230.1.61,3128,52482,91903760,29,21,49.7150497433,HTTP_PROXY
10.200.7.4,192.168.10.21,3128,51001,105103420,15,7,11.816932313,HTTP_PROXY
10.200.7.4,192.168.42.13,3128,51044,110731153,19,14,27.4538819261,HTTP_PROXY
10.200.7.4,192.168.32.87,3128,49249,80573332,34,0,159.3951706006,HTTP_PROXY
10.200.7.4,192.168.72.136,3128,49445,10545649,221,174,43605.9459213937,YOUTUBE
10.200.7.4,192.168.131.43,3128,53326,30,2,0,400000.0,HTTP
10.200.7.4,192.168.10.121,3128,49478,28,2,0,428571.428571429,HTTP_PROXY
10.200.7.4,192.168.32.72,3128,52321,1,2,0,12000000.0,HTTP
10.200.7.4,192.168.72.69,3128,50049,1,1,1,12000000.0,HTTP
10.200.7.4,192.168.60.124,3128,55218,807,1,1,14869.8884758364,HTTP
10.200.7.4,192.168.90.132,3128,56378,1468191,6,7,27108.8707123256,HTTP
10.200.7.4,10.230.1.150,3128,52209,115697,1,2,155.5787963387,HTTP_PROXY
10.200.7.4,192.168.32.55,3128,50115,16,2,0,750000.0,HTTP
10.200.7.4,192.168.142.37,3128,60624,80,2,0,150000.0,HTTP
10.200.7.4,192.168.42.101,3128,52009,17,2,0,705882.352941177,HTTP
10.200.7.4,192.168.10.89,3128,64229,1775,1,1,6760.5633802817,HTTP
10.200.7.5,10.230.1.242,3128,56880,84,2,0,142857.142857143,HTTP
10.200.7.5,192.168.42.82,3128,52269,1,2,0,541000000.0,HTTP
10.200.7.5,192.168.90.130,3128,51141,1,2,0,12000000.0,HTTP_PROXY
10.200.7.5,10.230.1.110,3128,53363,119990551,1975,1695,11228.7008332848,HTTP_PROXY
10.200.7.5,192.168.32.84,3128,61339,1502787,5,4,511.05046823,HTTP
10.200.7.5,192.168.42.52,3128,50063,83,3,0,216867.469879518,HTTP
10.200.7.5,10.230.1.163,3128,53030,660,2,0,18181.8181818182,HTTP_PROXY
10.200.7.5,192.168.60.74,3128,61199,747273,19,12,54838.0578449911,HTTP_PROXY
10.200.7.5,192.168.32.72,3128,52211,48,2,0,250000.0,HTTP
10.200.7.5,192.168.31.9,3128,1168,1,2,0,12000000.0,HTTP
10.200.7.5,192.168.180.79,3128,50968,22956491,99,17,601.1371685681,HTTP_PROXY
10.200.7.5,192.168.29.33,3128,53914,613830,5,4,6713.5851945979,HTTP
